id,source,source_index,alteration,file_stem,image_path,description_path,annotation_path
590,gdc,141,original,gdc_141_original,images/gdc_141_original.png,descriptions/gdc_141_original.json,annotations/gdc_141_original.json
591,gdc,162,original,gdc_162_original,images/gdc_162_original.png,descriptions/gdc_162_original.json,annotations/gdc_162_original.json
592,gdc,129,typography,gdc_129_typography,images/gdc_129_typography.png,descriptions/gdc_129_typography.json,annotations/gdc_129_typography.json
593,google,175,alignment,google_175_alignment,images/google_175_alignment.png,descriptions/google_175_alignment.json,annotations/google_175_alignment.json
594,gdc,120,alignment,gdc_120_alignment,images/gdc_120_alignment.png,descriptions/gdc_120_alignment.json,annotations/gdc_120_alignment.json
595,gemini,28,original,gemini_028_original,images/gemini_028_original.png,descriptions/gemini_028_original.json,annotations/gemini_028_original.json
596,gemini,99,typography,gemini_099_typography,images/gemini_099_typography.png,descriptions/gemini_099_typography.json,annotations/gemini_099_typography.json
597,gemini,118,original,gemini_118_original,images/gemini_118_original.png,descriptions/gemini_118_original.json,annotations/gemini_118_original.json
598,google,32,alignment,google_032_alignment,images/google_032_alignment.png,descriptions/google_032_alignment.json,annotations/google_032_alignment.json
599,gdc,79,original,gdc_079_original,images/gdc_079_original.png,descriptions/gdc_079_original.json,annotations/gdc_079_original.json
600,gemini,15,typography,gemini_015_typography,images/gemini_015_typography.png,descriptions/gemini_015_typography.json,annotations/gemini_015_typography.json
601,gemini,183,layout,gemini_183_layout,images/gemini_183_layout.png,descriptions/gemini_183_layout.json,annotations/gemini_183_layout.json
602,google,187,layout,google_187_layout,images/google_187_layout.png,descriptions/google_187_layout.json,annotations/google_187_layout.json
603,gemini,155,layout,gemini_155_layout,images/gemini_155_layout.png,descriptions/gemini_155_layout.json,annotations/gemini_155_layout.json
604,google,74,alignment,google_074_alignment,images/google_074_alignment.png,descriptions/google_074_alignment.json,annotations/google_074_alignment.json
605,gdc,105,alignment,gdc_105_alignment,images/gdc_105_alignment.png,descriptions/gdc_105_alignment.json,annotations/gdc_105_alignment.json
606,gemini,130,original,gemini_130_original,images/gemini_130_original.png,descriptions/gemini_130_original.json,annotations/gemini_130_original.json
607,google,188,typography,google_188_typography,images/google_188_typography.png,descriptions/google_188_typography.json,annotations/google_188_typography.json
608,google,87,typography,google_087_typography,images/google_087_typography.png,descriptions/google_087_typography.json,annotations/google_087_typography.json
609,gemini,180,layout,gemini_180_layout,images/gemini_180_layout.png,descriptions/gemini_180_layout.json,annotations/gemini_180_layout.json
610,gdc,46,original,gdc_046_original,images/gdc_046_original.png,descriptions/gdc_046_original.json,annotations/gdc_046_original.json
611,gemini,95,layout,gemini_095_layout,images/gemini_095_layout.png,descriptions/gemini_095_layout.json,annotations/gemini_095_layout.json
612,gemini,108,typography,gemini_108_typography,images/gemini_108_typography.png,descriptions/gemini_108_typography.json,annotations/gemini_108_typography.json
613,gemini,127,typography,gemini_127_typography,images/gemini_127_typography.png,descriptions/gemini_127_typography.json,annotations/gemini_127_typography.json
614,gdc,190,alignment,gdc_190_alignment,images/gdc_190_alignment.png,descriptions/gdc_190_alignment.json,annotations/gdc_190_alignment.json
615,google,84,alignment,google_084_alignment,images/google_084_alignment.png,descriptions/google_084_alignment.json,annotations/google_084_alignment.json
616,gdc,150,typography,gdc_150_typography,images/gdc_150_typography.png,descriptions/gdc_150_typography.json,annotations/gdc_150_typography.json
617,google,5,typography,google_005_typography,images/google_005_typography.png,descriptions/google_005_typography.json,annotations/google_005_typography.json
618,gemini,135,original,gemini_135_original,images/gemini_135_original.png,descriptions/gemini_135_original.json,annotations/gemini_135_original.json
619,gemini,99,layout,gemini_099_layout,images/gemini_099_layout.png,descriptions/gemini_099_layout.json,annotations/gemini_099_layout.json
620,gdc,165,layout,gdc_165_layout,images/gdc_165_layout.png,descriptions/gdc_165_layout.json,annotations/gdc_165_layout.json
621,gdc,105,typography,gdc_105_typography,images/gdc_105_typography.png,descriptions/gdc_105_typography.json,annotations/gdc_105_typography.json
622,gdc,70,typography,gdc_070_typography,images/gdc_070_typography.png,descriptions/gdc_070_typography.json,annotations/gdc_070_typography.json
623,gdc,96,typography,gdc_096_typography,images/gdc_096_typography.png,descriptions/gdc_096_typography.json,annotations/gdc_096_typography.json
624,gdc,49,alignment,gdc_049_alignment,images/gdc_049_alignment.png,descriptions/gdc_049_alignment.json,annotations/gdc_049_alignment.json
625,gemini,5,alignment,gemini_005_alignment,images/gemini_005_alignment.png,descriptions/gemini_005_alignment.json,annotations/gemini_005_alignment.json
626,google,169,layout,google_169_layout,images/google_169_layout.png,descriptions/google_169_layout.json,annotations/google_169_layout.json
627,gemini,1,typography,gemini_001_typography,images/gemini_001_typography.png,descriptions/gemini_001_typography.json,annotations/gemini_001_typography.json
628,gemini,117,layout,gemini_117_layout,images/gemini_117_layout.png,descriptions/gemini_117_layout.json,annotations/gemini_117_layout.json
629,google,36,typography,google_036_typography,images/google_036_typography.png,descriptions/google_036_typography.json,annotations/google_036_typography.json
630,gdc,151,alignment,gdc_151_alignment,images/gdc_151_alignment.png,descriptions/gdc_151_alignment.json,annotations/gdc_151_alignment.json
631,google,47,alignment,google_047_alignment,images/google_047_alignment.png,descriptions/google_047_alignment.json,annotations/google_047_alignment.json
632,google,44,alignment,google_044_alignment,images/google_044_alignment.png,descriptions/google_044_alignment.json,annotations/google_044_alignment.json
633,gdc,143,alignment,gdc_143_alignment,images/gdc_143_alignment.png,descriptions/gdc_143_alignment.json,annotations/gdc_143_alignment.json
634,google,160,layout,google_160_layout,images/google_160_layout.png,descriptions/google_160_layout.json,annotations/google_160_layout.json
635,gdc,142,layout,gdc_142_layout,images/gdc_142_layout.png,descriptions/gdc_142_layout.json,annotations/gdc_142_layout.json
636,google,113,layout,google_113_layout,images/google_113_layout.png,descriptions/google_113_layout.json,annotations/google_113_layout.json
637,gdc,174,alignment,gdc_174_alignment,images/gdc_174_alignment.png,descriptions/gdc_174_alignment.json,annotations/gdc_174_alignment.json
638,gemini,31,typography,gemini_031_typography,images/gemini_031_typography.png,descriptions/gemini_031_typography.json,annotations/gemini_031_typography.json
639,gdc,160,original,gdc_160_original,images/gdc_160_original.png,descriptions/gdc_160_original.json,annotations/gdc_160_original.json
640,gdc,192,layout,gdc_192_layout,images/gdc_192_layout.png,descriptions/gdc_192_layout.json,annotations/gdc_192_layout.json
641,gdc,135,original,gdc_135_original,images/gdc_135_original.png,descriptions/gdc_135_original.json,annotations/gdc_135_original.json
642,gemini,66,layout,gemini_066_layout,images/gemini_066_layout.png,descriptions/gemini_066_layout.json,annotations/gemini_066_layout.json
643,gemini,180,original,gemini_180_original,images/gemini_180_original.png,descriptions/gemini_180_original.json,annotations/gemini_180_original.json
644,google,18,original,google_018_original,images/google_018_original.png,descriptions/google_018_original.json,annotations/google_018_original.json
645,gdc,171,typography,gdc_171_typography,images/gdc_171_typography.png,descriptions/gdc_171_typography.json,annotations/gdc_171_typography.json
646,gdc,176,original,gdc_176_original,images/gdc_176_original.png,descriptions/gdc_176_original.json,annotations/gdc_176_original.json
647,google,56,typography,google_056_typography,images/google_056_typography.png,descriptions/google_056_typography.json,annotations/google_056_typography.json
648,gdc,33,typography,gdc_033_typography,images/gdc_033_typography.png,descriptions/gdc_033_typography.json,annotations/gdc_033_typography.json
649,gdc,118,original,gdc_118_original,images/gdc_118_original.png,descriptions/gdc_118_original.json,annotations/gdc_118_original.json
650,gemini,30,typography,gemini_030_typography,images/gemini_030_typography.png,descriptions/gemini_030_typography.json,annotations/gemini_030_typography.json
651,gemini,190,alignment,gemini_190_alignment,images/gemini_190_alignment.png,descriptions/gemini_190_alignment.json,annotations/gemini_190_alignment.json
652,gdc,31,layout,gdc_031_layout,images/gdc_031_layout.png,descriptions/gdc_031_layout.json,annotations/gdc_031_layout.json
653,gdc,45,layout,gdc_045_layout,images/gdc_045_layout.png,descriptions/gdc_045_layout.json,annotations/gdc_045_layout.json
654,google,28,alignment,google_028_alignment,images/google_028_alignment.png,descriptions/google_028_alignment.json,annotations/google_028_alignment.json
655,gemini,37,alignment,gemini_037_alignment,images/gemini_037_alignment.png,descriptions/gemini_037_alignment.json,annotations/gemini_037_alignment.json
656,gemini,168,original,gemini_168_original,images/gemini_168_original.png,descriptions/gemini_168_original.json,annotations/gemini_168_original.json
657,gdc,111,original,gdc_111_original,images/gdc_111_original.png,descriptions/gdc_111_original.json,annotations/gdc_111_original.json
658,gdc,93,original,gdc_093_original,images/gdc_093_original.png,descriptions/gdc_093_original.json,annotations/gdc_093_original.json
659,gemini,200,typography,gemini_200_typography,images/gemini_200_typography.png,descriptions/gemini_200_typography.json,annotations/gemini_200_typography.json
660,gdc,84,layout,gdc_084_layout,images/gdc_084_layout.png,descriptions/gdc_084_layout.json,annotations/gdc_084_layout.json
661,gemini,181,alignment,gemini_181_alignment,images/gemini_181_alignment.png,descriptions/gemini_181_alignment.json,annotations/gemini_181_alignment.json
662,google,85,alignment,google_085_alignment,images/google_085_alignment.png,descriptions/google_085_alignment.json,annotations/google_085_alignment.json
663,gemini,6,typography,gemini_006_typography,images/gemini_006_typography.png,descriptions/gemini_006_typography.json,annotations/gemini_006_typography.json
664,google,185,layout,google_185_layout,images/google_185_layout.png,descriptions/google_185_layout.json,annotations/google_185_layout.json
665,google,60,alignment,google_060_alignment,images/google_060_alignment.png,descriptions/google_060_alignment.json,annotations/google_060_alignment.json
666,gdc,20,alignment,gdc_020_alignment,images/gdc_020_alignment.png,descriptions/gdc_020_alignment.json,annotations/gdc_020_alignment.json
667,gdc,51,layout,gdc_051_layout,images/gdc_051_layout.png,descriptions/gdc_051_layout.json,annotations/gdc_051_layout.json
668,gdc,183,alignment,gdc_183_alignment,images/gdc_183_alignment.png,descriptions/gdc_183_alignment.json,annotations/gdc_183_alignment.json
669,google,18,alignment,google_018_alignment,images/google_018_alignment.png,descriptions/google_018_alignment.json,annotations/google_018_alignment.json
670,gdc,107,original,gdc_107_original,images/gdc_107_original.png,descriptions/gdc_107_original.json,annotations/gdc_107_original.json
671,gdc,28,layout,gdc_028_layout,images/gdc_028_layout.png,descriptions/gdc_028_layout.json,annotations/gdc_028_layout.json
672,gdc,164,alignment,gdc_164_alignment,images/gdc_164_alignment.png,descriptions/gdc_164_alignment.json,annotations/gdc_164_alignment.json
673,gdc,165,typography,gdc_165_typography,images/gdc_165_typography.png,descriptions/gdc_165_typography.json,annotations/gdc_165_typography.json
674,gemini,180,typography,gemini_180_typography,images/gemini_180_typography.png,descriptions/gemini_180_typography.json,annotations/gemini_180_typography.json
675,gdc,69,original,gdc_069_original,images/gdc_069_original.png,descriptions/gdc_069_original.json,annotations/gdc_069_original.json
676,google,179,layout,google_179_layout,images/google_179_layout.png,descriptions/google_179_layout.json,annotations/google_179_layout.json
677,gdc,165,original,gdc_165_original,images/gdc_165_original.png,descriptions/gdc_165_original.json,annotations/gdc_165_original.json
678,google,28,layout,google_028_layout,images/google_028_layout.png,descriptions/google_028_layout.json,annotations/google_028_layout.json
679,gdc,173,original,gdc_173_original,images/gdc_173_original.png,descriptions/gdc_173_original.json,annotations/gdc_173_original.json
680,google,95,original,google_095_original,images/google_095_original.png,descriptions/google_095_original.json,annotations/google_095_original.json
681,gemini,145,layout,gemini_145_layout,images/gemini_145_layout.png,descriptions/gemini_145_layout.json,annotations/gemini_145_layout.json
682,gdc,29,layout,gdc_029_layout,images/gdc_029_layout.png,descriptions/gdc_029_layout.json,annotations/gdc_029_layout.json
683,gemini,156,layout,gemini_156_layout,images/gemini_156_layout.png,descriptions/gemini_156_layout.json,annotations/gemini_156_layout.json
684,gemini,19,layout,gemini_019_layout,images/gemini_019_layout.png,descriptions/gemini_019_layout.json,annotations/gemini_019_layout.json
685,gemini,130,alignment,gemini_130_alignment,images/gemini_130_alignment.png,descriptions/gemini_130_alignment.json,annotations/gemini_130_alignment.json
686,gemini,149,typography,gemini_149_typography,images/gemini_149_typography.png,descriptions/gemini_149_typography.json,annotations/gemini_149_typography.json
687,google,90,layout,google_090_layout,images/google_090_layout.png,descriptions/google_090_layout.json,annotations/google_090_layout.json
688,google,167,typography,google_167_typography,images/google_167_typography.png,descriptions/google_167_typography.json,annotations/google_167_typography.json
689,google,58,alignment,google_058_alignment,images/google_058_alignment.png,descriptions/google_058_alignment.json,annotations/google_058_alignment.json
690,google,62,alignment,google_062_alignment,images/google_062_alignment.png,descriptions/google_062_alignment.json,annotations/google_062_alignment.json
691,gemini,168,layout,gemini_168_layout,images/gemini_168_layout.png,descriptions/gemini_168_layout.json,annotations/gemini_168_layout.json
692,gemini,7,layout,gemini_007_layout,images/gemini_007_layout.png,descriptions/gemini_007_layout.json,annotations/gemini_007_layout.json
693,gdc,55,original,gdc_055_original,images/gdc_055_original.png,descriptions/gdc_055_original.json,annotations/gdc_055_original.json
694,gemini,65,original,gemini_065_original,images/gemini_065_original.png,descriptions/gemini_065_original.json,annotations/gemini_065_original.json
695,gemini,196,layout,gemini_196_layout,images/gemini_196_layout.png,descriptions/gemini_196_layout.json,annotations/gemini_196_layout.json
696,google,46,original,google_046_original,images/google_046_original.png,descriptions/google_046_original.json,annotations/google_046_original.json
697,gdc,8,alignment,gdc_008_alignment,images/gdc_008_alignment.png,descriptions/gdc_008_alignment.json,annotations/gdc_008_alignment.json
698,gemini,97,alignment,gemini_097_alignment,images/gemini_097_alignment.png,descriptions/gemini_097_alignment.json,annotations/gemini_097_alignment.json
699,gemini,194,alignment,gemini_194_alignment,images/gemini_194_alignment.png,descriptions/gemini_194_alignment.json,annotations/gemini_194_alignment.json
700,gemini,196,typography,gemini_196_typography,images/gemini_196_typography.png,descriptions/gemini_196_typography.json,annotations/gemini_196_typography.json
701,gemini,161,typography,gemini_161_typography,images/gemini_161_typography.png,descriptions/gemini_161_typography.json,annotations/gemini_161_typography.json
702,google,13,typography,google_013_typography,images/google_013_typography.png,descriptions/google_013_typography.json,annotations/google_013_typography.json
703,google,168,typography,google_168_typography,images/google_168_typography.png,descriptions/google_168_typography.json,annotations/google_168_typography.json
704,google,52,alignment,google_052_alignment,images/google_052_alignment.png,descriptions/google_052_alignment.json,annotations/google_052_alignment.json
705,gemini,165,layout,gemini_165_layout,images/gemini_165_layout.png,descriptions/gemini_165_layout.json,annotations/gemini_165_layout.json
706,google,193,alignment,google_193_alignment,images/google_193_alignment.png,descriptions/google_193_alignment.json,annotations/google_193_alignment.json
707,gdc,140,typography,gdc_140_typography,images/gdc_140_typography.png,descriptions/gdc_140_typography.json,annotations/gdc_140_typography.json
708,gemini,107,layout,gemini_107_layout,images/gemini_107_layout.png,descriptions/gemini_107_layout.json,annotations/gemini_107_layout.json
709,gemini,162,alignment,gemini_162_alignment,images/gemini_162_alignment.png,descriptions/gemini_162_alignment.json,annotations/gemini_162_alignment.json
710,google,107,alignment,google_107_alignment,images/google_107_alignment.png,descriptions/google_107_alignment.json,annotations/google_107_alignment.json
711,google,192,layout,google_192_layout,images/google_192_layout.png,descriptions/google_192_layout.json,annotations/google_192_layout.json
712,google,88,original,google_088_original,images/google_088_original.png,descriptions/google_088_original.json,annotations/google_088_original.json
713,gdc,178,layout,gdc_178_layout,images/gdc_178_layout.png,descriptions/gdc_178_layout.json,annotations/gdc_178_layout.json
714,gdc,67,typography,gdc_067_typography,images/gdc_067_typography.png,descriptions/gdc_067_typography.json,annotations/gdc_067_typography.json
715,gemini,91,typography,gemini_091_typography,images/gemini_091_typography.png,descriptions/gemini_091_typography.json,annotations/gemini_091_typography.json
716,google,14,original,google_014_original,images/google_014_original.png,descriptions/google_014_original.json,annotations/google_014_original.json
717,gdc,196,typography,gdc_196_typography,images/gdc_196_typography.png,descriptions/gdc_196_typography.json,annotations/gdc_196_typography.json
718,gemini,52,layout,gemini_052_layout,images/gemini_052_layout.png,descriptions/gemini_052_layout.json,annotations/gemini_052_layout.json
719,gemini,194,layout,gemini_194_layout,images/gemini_194_layout.png,descriptions/gemini_194_layout.json,annotations/gemini_194_layout.json
720,google,170,alignment,google_170_alignment,images/google_170_alignment.png,descriptions/google_170_alignment.json,annotations/google_170_alignment.json
721,gemini,27,original,gemini_027_original,images/gemini_027_original.png,descriptions/gemini_027_original.json,annotations/gemini_027_original.json
722,gdc,168,original,gdc_168_original,images/gdc_168_original.png,descriptions/gdc_168_original.json,annotations/gdc_168_original.json
723,gdc,169,alignment,gdc_169_alignment,images/gdc_169_alignment.png,descriptions/gdc_169_alignment.json,annotations/gdc_169_alignment.json
724,gdc,70,layout,gdc_070_layout,images/gdc_070_layout.png,descriptions/gdc_070_layout.json,annotations/gdc_070_layout.json
725,google,76,layout,google_076_layout,images/google_076_layout.png,descriptions/google_076_layout.json,annotations/google_076_layout.json
726,google,140,typography,google_140_typography,images/google_140_typography.png,descriptions/google_140_typography.json,annotations/google_140_typography.json
727,gemini,60,alignment,gemini_060_alignment,images/gemini_060_alignment.png,descriptions/gemini_060_alignment.json,annotations/gemini_060_alignment.json
728,gemini,10,typography,gemini_010_typography,images/gemini_010_typography.png,descriptions/gemini_010_typography.json,annotations/gemini_010_typography.json
729,google,115,alignment,google_115_alignment,images/google_115_alignment.png,descriptions/google_115_alignment.json,annotations/google_115_alignment.json
730,gdc,46,typography,gdc_046_typography,images/gdc_046_typography.png,descriptions/gdc_046_typography.json,annotations/gdc_046_typography.json
731,gemini,188,layout,gemini_188_layout,images/gemini_188_layout.png,descriptions/gemini_188_layout.json,annotations/gemini_188_layout.json
732,gemini,116,alignment,gemini_116_alignment,images/gemini_116_alignment.png,descriptions/gemini_116_alignment.json,annotations/gemini_116_alignment.json
733,gemini,8,layout,gemini_008_layout,images/gemini_008_layout.png,descriptions/gemini_008_layout.json,annotations/gemini_008_layout.json
734,gemini,134,alignment,gemini_134_alignment,images/gemini_134_alignment.png,descriptions/gemini_134_alignment.json,annotations/gemini_134_alignment.json
735,gdc,122,original,gdc_122_original,images/gdc_122_original.png,descriptions/gdc_122_original.json,annotations/gdc_122_original.json
736,gdc,36,original,gdc_036_original,images/gdc_036_original.png,descriptions/gdc_036_original.json,annotations/gdc_036_original.json
737,google,166,layout,google_166_layout,images/google_166_layout.png,descriptions/google_166_layout.json,annotations/google_166_layout.json
738,gdc,94,original,gdc_094_original,images/gdc_094_original.png,descriptions/gdc_094_original.json,annotations/gdc_094_original.json
739,gemini,61,alignment,gemini_061_alignment,images/gemini_061_alignment.png,descriptions/gemini_061_alignment.json,annotations/gemini_061_alignment.json
740,gemini,150,layout,gemini_150_layout,images/gemini_150_layout.png,descriptions/gemini_150_layout.json,annotations/gemini_150_layout.json
741,google,116,typography,google_116_typography,images/google_116_typography.png,descriptions/google_116_typography.json,annotations/google_116_typography.json
742,google,191,layout,google_191_layout,images/google_191_layout.png,descriptions/google_191_layout.json,annotations/google_191_layout.json
743,gdc,159,layout,gdc_159_layout,images/gdc_159_layout.png,descriptions/gdc_159_layout.json,annotations/gdc_159_layout.json
744,google,65,typography,google_065_typography,images/google_065_typography.png,descriptions/google_065_typography.json,annotations/google_065_typography.json
745,gemini,15,layout,gemini_015_layout,images/gemini_015_layout.png,descriptions/gemini_015_layout.json,annotations/gemini_015_layout.json
746,gemini,82,original,gemini_082_original,images/gemini_082_original.png,descriptions/gemini_082_original.json,annotations/gemini_082_original.json
747,gemini,141,alignment,gemini_141_alignment,images/gemini_141_alignment.png,descriptions/gemini_141_alignment.json,annotations/gemini_141_alignment.json
748,google,5,layout,google_005_layout,images/google_005_layout.png,descriptions/google_005_layout.json,annotations/google_005_layout.json
749,gdc,117,alignment,gdc_117_alignment,images/gdc_117_alignment.png,descriptions/gdc_117_alignment.json,annotations/gdc_117_alignment.json
750,gemini,167,original,gemini_167_original,images/gemini_167_original.png,descriptions/gemini_167_original.json,annotations/gemini_167_original.json
751,google,47,original,google_047_original,images/google_047_original.png,descriptions/google_047_original.json,annotations/google_047_original.json
752,gemini,21,original,gemini_021_original,images/gemini_021_original.png,descriptions/gemini_021_original.json,annotations/gemini_021_original.json
753,google,115,typography,google_115_typography,images/google_115_typography.png,descriptions/google_115_typography.json,annotations/google_115_typography.json
754,gdc,159,alignment,gdc_159_alignment,images/gdc_159_alignment.png,descriptions/gdc_159_alignment.json,annotations/gdc_159_alignment.json
755,gdc,155,layout,gdc_155_layout,images/gdc_155_layout.png,descriptions/gdc_155_layout.json,annotations/gdc_155_layout.json
756,gdc,95,original,gdc_095_original,images/gdc_095_original.png,descriptions/gdc_095_original.json,annotations/gdc_095_original.json
757,gdc,136,original,gdc_136_original,images/gdc_136_original.png,descriptions/gdc_136_original.json,annotations/gdc_136_original.json
758,gemini,50,original,gemini_050_original,images/gemini_050_original.png,descriptions/gemini_050_original.json,annotations/gemini_050_original.json
759,gemini,14,original,gemini_014_original,images/gemini_014_original.png,descriptions/gemini_014_original.json,annotations/gemini_014_original.json
760,google,120,typography,google_120_typography,images/google_120_typography.png,descriptions/google_120_typography.json,annotations/google_120_typography.json
761,google,139,layout,google_139_layout,images/google_139_layout.png,descriptions/google_139_layout.json,annotations/google_139_layout.json
762,gemini,53,layout,gemini_053_layout,images/gemini_053_layout.png,descriptions/gemini_053_layout.json,annotations/gemini_053_layout.json
763,gemini,69,original,gemini_069_original,images/gemini_069_original.png,descriptions/gemini_069_original.json,annotations/gemini_069_original.json
764,gemini,81,typography,gemini_081_typography,images/gemini_081_typography.png,descriptions/gemini_081_typography.json,annotations/gemini_081_typography.json
765,gemini,104,alignment,gemini_104_alignment,images/gemini_104_alignment.png,descriptions/gemini_104_alignment.json,annotations/gemini_104_alignment.json
766,google,106,original,google_106_original,images/google_106_original.png,descriptions/google_106_original.json,annotations/google_106_original.json
767,google,79,original,google_079_original,images/google_079_original.png,descriptions/google_079_original.json,annotations/google_079_original.json
768,gemini,101,alignment,gemini_101_alignment,images/gemini_101_alignment.png,descriptions/gemini_101_alignment.json,annotations/gemini_101_alignment.json
769,google,131,original,google_131_original,images/google_131_original.png,descriptions/google_131_original.json,annotations/google_131_original.json
770,gdc,3,layout,gdc_003_layout,images/gdc_003_layout.png,descriptions/gdc_003_layout.json,annotations/gdc_003_layout.json
771,gemini,181,original,gemini_181_original,images/gemini_181_original.png,descriptions/gemini_181_original.json,annotations/gemini_181_original.json
772,gdc,61,alignment,gdc_061_alignment,images/gdc_061_alignment.png,descriptions/gdc_061_alignment.json,annotations/gdc_061_alignment.json
773,gemini,136,layout,gemini_136_layout,images/gemini_136_layout.png,descriptions/gemini_136_layout.json,annotations/gemini_136_layout.json
774,gdc,181,alignment,gdc_181_alignment,images/gdc_181_alignment.png,descriptions/gdc_181_alignment.json,annotations/gdc_181_alignment.json
775,gemini,35,alignment,gemini_035_alignment,images/gemini_035_alignment.png,descriptions/gemini_035_alignment.json,annotations/gemini_035_alignment.json
776,google,96,layout,google_096_layout,images/google_096_layout.png,descriptions/google_096_layout.json,annotations/google_096_layout.json
777,google,131,layout,google_131_layout,images/google_131_layout.png,descriptions/google_131_layout.json,annotations/google_131_layout.json
778,google,132,original,google_132_original,images/google_132_original.png,descriptions/google_132_original.json,annotations/google_132_original.json
779,google,43,alignment,google_043_alignment,images/google_043_alignment.png,descriptions/google_043_alignment.json,annotations/google_043_alignment.json
780,gdc,93,layout,gdc_093_layout,images/gdc_093_layout.png,descriptions/gdc_093_layout.json,annotations/gdc_093_layout.json
781,google,115,layout,google_115_layout,images/google_115_layout.png,descriptions/google_115_layout.json,annotations/google_115_layout.json
782,gemini,101,typography,gemini_101_typography,images/gemini_101_typography.png,descriptions/gemini_101_typography.json,annotations/gemini_101_typography.json
783,gdc,59,typography,gdc_059_typography,images/gdc_059_typography.png,descriptions/gdc_059_typography.json,annotations/gdc_059_typography.json
784,google,181,alignment,google_181_alignment,images/google_181_alignment.png,descriptions/google_181_alignment.json,annotations/google_181_alignment.json
785,google,34,typography,google_034_typography,images/google_034_typography.png,descriptions/google_034_typography.json,annotations/google_034_typography.json
786,gemini,48,original,gemini_048_original,images/gemini_048_original.png,descriptions/gemini_048_original.json,annotations/gemini_048_original.json
787,google,3,alignment,google_003_alignment,images/google_003_alignment.png,descriptions/google_003_alignment.json,annotations/google_003_alignment.json
788,gdc,64,alignment,gdc_064_alignment,images/gdc_064_alignment.png,descriptions/gdc_064_alignment.json,annotations/gdc_064_alignment.json
789,gdc,100,layout,gdc_100_layout,images/gdc_100_layout.png,descriptions/gdc_100_layout.json,annotations/gdc_100_layout.json
790,google,48,alignment,google_048_alignment,images/google_048_alignment.png,descriptions/google_048_alignment.json,annotations/google_048_alignment.json
791,google,199,original,google_199_original,images/google_199_original.png,descriptions/google_199_original.json,annotations/google_199_original.json
792,gemini,121,typography,gemini_121_typography,images/gemini_121_typography.png,descriptions/gemini_121_typography.json,annotations/gemini_121_typography.json
793,gemini,126,alignment,gemini_126_alignment,images/gemini_126_alignment.png,descriptions/gemini_126_alignment.json,annotations/gemini_126_alignment.json
794,google,83,original,google_083_original,images/google_083_original.png,descriptions/google_083_original.json,annotations/google_083_original.json
795,google,186,original,google_186_original,images/google_186_original.png,descriptions/google_186_original.json,annotations/google_186_original.json
796,gemini,50,alignment,gemini_050_alignment,images/gemini_050_alignment.png,descriptions/gemini_050_alignment.json,annotations/gemini_050_alignment.json
797,google,53,original,google_053_original,images/google_053_original.png,descriptions/google_053_original.json,annotations/google_053_original.json
798,gemini,57,layout,gemini_057_layout,images/gemini_057_layout.png,descriptions/gemini_057_layout.json,annotations/gemini_057_layout.json
799,google,136,typography,google_136_typography,images/google_136_typography.png,descriptions/google_136_typography.json,annotations/google_136_typography.json
800,google,9,original,google_009_original,images/google_009_original.png,descriptions/google_009_original.json,annotations/google_009_original.json
801,gdc,77,typography,gdc_077_typography,images/gdc_077_typography.png,descriptions/gdc_077_typography.json,annotations/gdc_077_typography.json
802,gdc,128,typography,gdc_128_typography,images/gdc_128_typography.png,descriptions/gdc_128_typography.json,annotations/gdc_128_typography.json
803,gdc,151,layout,gdc_151_layout,images/gdc_151_layout.png,descriptions/gdc_151_layout.json,annotations/gdc_151_layout.json
804,google,171,alignment,google_171_alignment,images/google_171_alignment.png,descriptions/google_171_alignment.json,annotations/google_171_alignment.json
805,google,76,typography,google_076_typography,images/google_076_typography.png,descriptions/google_076_typography.json,annotations/google_076_typography.json
806,gdc,68,original,gdc_068_original,images/gdc_068_original.png,descriptions/gdc_068_original.json,annotations/gdc_068_original.json
807,gdc,57,typography,gdc_057_typography,images/gdc_057_typography.png,descriptions/gdc_057_typography.json,annotations/gdc_057_typography.json
808,gdc,166,typography,gdc_166_typography,images/gdc_166_typography.png,descriptions/gdc_166_typography.json,annotations/gdc_166_typography.json
809,google,197,typography,google_197_typography,images/google_197_typography.png,descriptions/google_197_typography.json,annotations/google_197_typography.json
810,gdc,54,original,gdc_054_original,images/gdc_054_original.png,descriptions/gdc_054_original.json,annotations/gdc_054_original.json
811,gdc,199,typography,gdc_199_typography,images/gdc_199_typography.png,descriptions/gdc_199_typography.json,annotations/gdc_199_typography.json
812,gemini,189,typography,gemini_189_typography,images/gemini_189_typography.png,descriptions/gemini_189_typography.json,annotations/gemini_189_typography.json
813,gdc,128,layout,gdc_128_layout,images/gdc_128_layout.png,descriptions/gdc_128_layout.json,annotations/gdc_128_layout.json
814,google,161,typography,google_161_typography,images/google_161_typography.png,descriptions/google_161_typography.json,annotations/google_161_typography.json
815,gdc,170,layout,gdc_170_layout,images/gdc_170_layout.png,descriptions/gdc_170_layout.json,annotations/gdc_170_layout.json
816,google,125,alignment,google_125_alignment,images/google_125_alignment.png,descriptions/google_125_alignment.json,annotations/google_125_alignment.json
817,gemini,120,original,gemini_120_original,images/gemini_120_original.png,descriptions/gemini_120_original.json,annotations/gemini_120_original.json
818,google,71,layout,google_071_layout,images/google_071_layout.png,descriptions/google_071_layout.json,annotations/google_071_layout.json
